"artist_name","track_name","release_date","genre","lyrics"
"Al Green","Tired of Being Alone","","Soul","Sweet baby I'm so tired of being alone I'm so tired of on-my-own Won't you help me girl Just as soon as you can? People say that I've found a way To make you say that you love me Hey baby, you didn't go for that It's a natural fact That I wanna come back Show me where it's at, baby I'm so tired of being alone I'm so tired of on-my-own Won't you help me girl Soon as you can? I guess you know that I, uh, I love you so Even though you don't want me no more Hey hey hey hey, I'm cryin' tears All through the years I'll tell ya like it is Honey, love me if you will Yeah baby Tired of being alone here by myself, now I tell ya, I'm tired baby I'm tired of being all wrapped up late at night In my dreams, nobody but you, baby Sometimes I wonder (Oooooh) If you love me like you say you do You see baby, I been thinkin' about it, yeah I been, I been wantin' to get next to you baby Ya see, sometimes I fold my arms, I say mmmm hmmm hmmm (Oooh) Yeah baby Meeting you has proven to me To be my greatest dream, yeah Tired, baby Yeah, you don't know what I'm talkin' about Sometimes late at night, I get to wonderin' about you baby Oh, baby, baby I'm so tired of being alone I'm so tired of being alone I'm so tired of being alone…"
"Al Green","Take Me to the River","1974","Soul","I'd like to dedicate this song to little Junior Parker A cousin of mine who's gone on, but we'd like to kinda carry on in his name I sing I don't know why I love you like I do After all these changes that you put me through You stole my money and my cigarettes And I haven't seen hide nor hair of you yet I wanna know, won't you tell me Am I in love to stay? Take me to the river and wash me down Won't you cleanse my soul? Put my feet on the ground I don't know why she treated me so bad Look at all the things that we could have had Love is a notion that I can't forget My sweet sixteen I will never regret I wanna know, won't you tell me Am I in love to stay? Hold me, love me, please me, tease me Till I can't, till I can't, can't take no more Take me to the river I don't know why I love you like I do After all the things that you put me through The sixteen candles are burning on my wall Turning me into the biggest fool of them all I wanna know, can't you tell me Am I in love to stay? I wanna know Take me to the river I wanna know Want you to dip me in the water I wanna know Won't you wash me in the water? Wash me in the water Wash me in the water Won't you wash me in the water? Feeling good"
"Al Green","I’m Still in Love with You","","Soul","Spending my day thinking 'bout you, girl Being here with you, being near with you I can't explain myself Why I feel like I do (Like I do) Though it hurt me so to let you know That I look in your eyes To let me know how you feel Let me know that love is really real Well, it seems to me That I'm wrapped up in your love Don't you know that I'm still in love? (Still in love, in love with you) Sho' 'nuff in love with you, yeah, hey Heaven knows that I'm still in love (Still in love, in love with you) Sho' 'nuff in love with you, hey Hey, when I look in your eyes Through all the years I see (I see) Me lovin' you and you lovin' me Well, it seems to me That I'm wrapped up in your love Don't you know that I'm still in love? (Still in love, in love with you) Sho'nuff in love with you Hey, ah-ha, ah-ah-ah, ah-ha Ah-ha Don't you know that I'm still in love? (Still in love, in love with you) Sho' 'nuff in love with you Hey, I'll try it if you want me to (Still in love, in love with you) Ah-ha, ah-ha, ah, ah-ah-ah, ah-ha Ah-ha"
"Al Green","For the Good Times","1972","Soul","Don't look so sad, I know it's over But life goes on and this world keeps on turning, yeah Let's just be glad we had this time to spend together There is no need to watch the bridges that we're burning Lay your head (lay your head) upon my pillow, sweet baby Hold your warm and tender body close to mine Hear the whisper of the raindrops rolling softly Against my window, yeah, oh, late at night Make believe you love me one more time For the good times For the good times I'll get along, and I'm sure you'll find another But baby, please remember I'll be here (I'll be here), I'm gonna stay right here If you should find you ever need me, yeah Don't say a word about tomorrow or forever and ever and ever and ever There'll be time enough for severance when you leave me, yeah For the good times, yeah For the good times Lay your head (lay your head) upon my pillow Oh, just this one time, girl, one time Hold your warm and tender body close to mine, yeah, oh, baby Won't you hear the whisper, hear the whisper Of the raindrops, of the raindrops, rolling softly, softly against my window All you gotta do is make believe All you gotta do is make believe you love me one more time For the good times, yeah, baby For the good times And here's what you oughta do is Lay your head upon my pillow I just wanna hold your warm and tender body close to mine"
"Al Green","Simply Beautiful","1972","Soul","If I gave you my love I tell you what I'd do I'd expect a whole lotta love outta you You gotta be good to me I'm gonna be good to you There's a whole lotta things you and I Could do Hey hey Hey hey hey Simply beautiful simply beautiful simply Beautiful Simply beautiful simply beautiful simply Beauti.. Simply beautiful Simply beautiful Simply beautiful Simply beautiful What about the way you love me And the way you squeeze me Hey Hey simply beautiful hey And when you get right down it And the love is getting you through it Simply beautiful"
"Al Green","Dream","","Soul","Dream that there will come a day Dream that the Lord will make her wake Dream, dream, dream Wake up early and Dream the stars down from the sky Dream without knowing the reason why Just dream, just dream, oh dream What I wanna do is Make it last forever Make it last forever Make it last forever Make it last forever Make it last forever Make it last forever Make it, make it, make it, make it, oh Dream Just dream We can make it all come true Let me say this one thing Dream, dream I'm the one that you know Dream a new and different stroke Just dream Dream (We can make it all come true) I wanna know, I wanna Take me with you (Make it last forever) Make it last forever (Make it last forever) Take me along with you While you make it last forever In a dream, you can make it Oh, I wanna go with you (Make it last forever) Make it last forever (Make it last forever) I wanna, I wanna, I wanna I wanna, I wanna Dream Just dream We can make it all come true Everybody likes to Everybody wants to dream sometime Dream, shh Oh, dream, shh! Dream, dream (We can make it all come true) Dream, dream, shh! Wontcha dream? Dream The stars are shining bright Dream Let your mind and you heart Just melt, melt, melt, melt like ice, ooh, ooh Dream Dream Just dream We can make it all come true Dream Don't take it, Lord Just dream We can make it all come true Dream Just dream We can make it all come true Dream, dream, dream Dream Just dream We can make it all come true Dream Just dream"
"Al Green","Everything’s Gonna Be Alright","","Soul","Don't let this world mislead you Don't you ever go astray Trust in God's word and believe it 'cause it'll never pass away We will see Him in his glory riding on the clouds of joy Greeting us with open arms and peace forevermore I know that everything is gonna be alright He's coming back Like He said He would Yeah, yeah, it's gonna be alright He's coming back For the true and good Now when the sky is darkened There will be no moonlight We'll know the time has finally come And He'll change the wrong to right So if you're always searching Trying to find the bottom line Just give your love and life to God He'll give you a peace of mind I know that everything gonna be alright He's coming back Like He said He would I said yeah, yeah, it's gonna be alright He's coming back For the true and good Play it Everything is gonna be alright He's coming back Just like He said He would Yeah, yeah, it's gonna be alright He's coming back For the true and good I wanna be ready, I gotta be ready I wanna be ready, gotta be ready For the peace, love and happiness He's coming back like He said He would Get ready for peace, love and happiness He's coming back for the true and good We know He's the beginning and we know that He is the end There's no one better if you really need a friend So don't you ever worry 'cause He gave the guarantee That He'll return to take us home and fulfill the prophecy I know that everything is gonna be alright He's coming back, like He said He would Get ready for peace, love and happiness I know He's coming back just like He said he would Peace and love and happiness I know He's coming back for the true and good Everything gonna be alright He's coming back Like He said He would Yeah yeah, it's gonna be alright He's coming back For the true and good"
"Gladys Knight","Licence to Kill","1989","Soul","Ooooh Ah-aaah I feel, I need, I've got to hold on to your love Ooooh Hey baby, thought you were the one who tried to run away Ohh, baby, wasn't I the one who made you want to stay? Please don't bet that you'll ever escape me Once I get my sights on you I got a licence to kill (To kill) And you know I'm going straight for your heart (Got a licence to kill) Got a licence to kill (To kill) Anyone who tries to tear us apart (Got a licence to kill) License to kill Hey baby, think you need a friend to stand here by your side? Yes you do (Your side) Ohh, baby, now you can depend on me to make things right (Things right) Please don't bet that you'll ever escape me Once I get my sights on you I got a licence to kill (To kill) And you know I'm going straight for your heart (Got a licence to kill) Got a licence to kill (To kill) Anyone who tries to tear us apart (Got a licence to kill) Got a licence to kill (To kill) And you know I'm going straight for your heart (Got a licence to kill) Got a licence to kill (To kill) Anyone who tries to tear us apart, oooh honey (Got a licence to kill) Say that somebody tries to make a move on you In the blink of an eye, I will be there too And they better know why I'm gonna make 'em pay 'Til their dying day 'Til their dying day 'Til their dying day Got a licence to kill (To kill) And you know I'm going straight for your heart, baby (Got a licence to kill) Got a licence to kill Anyone who tries to tear us apart (Got a licence to kill) I got a licence to kill (To kill) And you know I'm going straight for your heart (Got a licence to kill) Got a licence to kill Anyone who tries to tear us apart, ooooh (Got a licence to kill) Licence to kill Gotta hold onto your loving Licence to kill Ooh, kill"
"Gladys Knight","Best Thing That Ever Happened to Me","","Soul","I've had my share of life's ups and downs But fate's been kind, the downs have been few I guess you could say that I've been lucky Well, I guess you could say that it's all because of you If anyone should ever write my life story (For whatever reason there might be) For whatever reason there might be Ooh, you'll be there between each line of pain and glory 'Cause you're the best thing that ever happened to me (You're the best thing that ever happened to me) Ah, you're the best thing that ever happened to me Oh, there have been times when times were hard But always somehow I made it, I made it through 'Cause for every moment that I've spent hurting There was a moment that I spent, ah, just loving you If anyone should ever write my life story For whatever, for whatever reason there might be Oh, you'll be there between each line of pain and glory 'Cause you're the best thing that ever happened to me (You're the best thing that ever happened to me) Oh, you're the best thing that ever happened to me (You're the best thing that ever happened to me) I know, you're the best thing, oh, that ever happened to me Yeah"
"Gladys Knight","I Don’t Want to Know","","Soul","I've heard it all before When love is a two-way street, you have to give something in this relationship I'm all out of understanding It's always something with you and all I got to say is this Gave you the best, best years of my life And I gave you a woman who stood by your side All through your ups and downs, your rights, and all your wrongs And God knows there were wrongs I should've been long gone But when I made you that promise for better or worse I said I'd stay by your side I swallowed my pride And now you're asking me to understand And I'm telling you I can't Why should I care about your feelings When you don't give a damn about mine? Well, I don't want to know I couldn't care less about your feelings Don't you know you should've cared more about mine And I don't want to know It really doesn't matter why you're leaving You should know you're really throwing away your life And I won't sympathize You've hurt me for the last time Got no tears left to cry, baby Gave you three hearts, one boy and one girl And a, a woman who loves you We're sitting here falling apart All through your ins and outs, your fears and all your doubts God knows there's been doubts But we've given you a home And now you're throwing it away, baby All for some girl born yesterday And what about your children? There's nothing to explain But still you're asking us to understand Well, I'm telling you we can't Why should we care about your reasons When you're walking right out of our lives? And I don't want to know I couldn't care less about your feelings Don't you know you should've cared more about mine And I don't want to know It really doesn't matter why you're leaving You should know you're really throwing away your life And I won't sympathize You've hurt me for the last time Got no tears left to cry Say goodbye to all the love and memories one last time One good look at all the love that won't be in your life Say goodbye I hope that you'll be happy Don't look back, 'cause it'll be too late I've gone on with my life And I don't want to know I couldn't care less about your feelings Oh, don't you know you should've cared more about mine And I don't want to know It really doesn't matter why you're leaving You should know you're really throwing away your life And I won't, I won't, I won't sympathize You've hurt me for the very last time I got no tears left to cry And I don't want to know I couldn't care less about your feelings Don't you know you should've cared more about mine And I don't want to know It really doesn't matter why you're leaving You, you should know you're really throwing away your life And I won't, I won't, I won't sympathize You've hurt me, hurt me, hurt me the last time Got no tears left to cry No, no"
"Gladys Knight","End of the Road Medley: If You Don’t Me By Now / Love Don’t Love Nobody","","Soul","See, they don't know nothing They don't know nothing All this stuff been wound over and redone, it's alright I'm glad they're getting there I've been in this business for a long, long time and even I didn't know where the music is going for a while And I was saying, ""When are they gonna find that magic? When is the music gonna get back to simple and basic?"" 'Cause I wanna go back to a time when the music touched your heart and your soul and your mind and your body I wanna go back to a time when there were blue lights in the basement Y'all know what I'm talking about I wanna go back to a timе when slow dancing was still in style And when you got out on thе dance floor, you touched your partner You didn't have to look for him I want to go back to a time when the music made you feel like you wanted to fall in love And you want to drive up to Look Out Mountain and still have enough mystery in it not to tell what you did when you got there I wanna go back to a time when the music was one 'Cause a part of my life sent me to the prom with my prom skirt on Even if I did drive myself I wanna go back I wanna go find these people that made that kind of music, you know And I just wanna tell them thank you Thank you for giving us romance and mystery I wanna find Nat King Cole and Billy Eckstine and Marvin Gaye, Stevie Wonder and the Four Tops and the Temptations and The Pips I wanna find them and I wanna just walk up to them and say ""You did it! You found that magic!"" I just wanna, I wanna touch old Teddy Pendergrass And I wanna tell him thank you for saying... ""If You Don't Know Me By Now"" Of all the things that we've been through You should understand me like I understand you 'Cause babe, I know the difference between right and wrong Ain't gonna do nothing stupid to break up our happy home Ahhh, don't get so excited if I come home late at night 'Cause we only act like children When we argue, fuss and fight Oh, oh If you don't know me by now (If you don't know me) You will never, never, never know me (No, you won't) (Oh, sing it one more time for me) If you don't know me by now (Oh no) You will never, never, never know me Then along came the Spinners and Philippe said... ""Love Don't Love Nobody"" Sometimes a boy will come and go You'll reach for love But life won't let you know That in the end you'll still be loving him But then he's gone You're all alone, oh I never learned (Oh, I never learned) To give myself (Oh no) But I've been a fool (Yes I have) Right now, I need someone else Just like Little Boy Blue I blow my horn for you Just lead me home I should've known, oh, oh It takes a fool to learn That love don't love nobody (Yes it does) It takes a fool (Oh) to learn (Oh, yes it does) That love don't love no one It takes a fool to learn (Sometimes you gotta suffer) That love don't love nobody (Make your bed warm, gotta sleep, well, well) It takes a fool to learn (Oh, yes it does) That love don't love no one No one I wanna go back to a time when the music touched your heart and your soul and your mind and your body I wanna go back to a time when the music made ya feel like you're falling in love One day, I was driving down the expressway and this song came on the radio I had to pull over to the side and stop, 'cause I felt like getting out and saying, ""Oh, they finally found the message! They finally found the magic!"" I wanted to tell them thank you, thank you Boyz II Men for telling them one more time... ""End Of The Road"" We belong together And you know that I'm right Why do you play with my heart? Why do you play with my mind? Said we'd be forever Said it never would die How could you love me and leave me and never say goodbye? Oh, I can't sleep at night without holding you tight Each time I try, I just break down and cry Pain in my head, oh, I'd rather be dead Spinning around and around Why don't we go to the end of the road? Still, I can't let go It's so natural (Ooh) You belong to me (Ooh) I belong to you Boy, I know you really love me You just don't realize (Don't realize) You've never been there before It's only your first time Baby, I forgive you (Oh, baby, baby) Baby, you'll try (Come on, baby) We should be happy together, forever, you and I If you love me again like you loved me before (Ooh) This time, I want you to love me much more (So much more) This time instead, just come to my bed (Ooh) And baby, just don't let me down Why don't we go to the end of the road? (End of the road) Still, I can't let go (End of the road, I just can't, I just can't, I just can't, I just can't let go, babe) It's so natural (It's so natural ) You belong to me (You belong to me) I belong to you (Oh) Go to the end of the road (To the end, still...) Still I can't let you go (Still I can't let go, babe) It's so natural (It's so natural) You belong to me (You belong to me) I belong to you And I wanna say I'm lonely (Lonely) I'm lonely (Lonely) I'm lonely (Lonely) Hey, hey, lonely Hey, hey, hey, hey, hey (Ooh) Come on, come on, follow me! (Ooh) Why don't we go to the end of the road? Still I can't let go (Still I can't, I can't, I can't let you go, babe) It's so natural (It's so natural) You belong to me (You belong to me) I belong to you (Oh) Go to the end of the road (I gotta go) (I gotta, go to the end of the road) (I just can't, I just can't, I just can't let you go, baby) It's so natural (It's so natural,) You belong to me (You belong to me) I belong to you I belong to you (I gotta go, I gotta go) Why don't we go to the end of the road? Still I can't let go It's so natural (Ooh) You belong to me (Ooh) I belong to you Go to the end of the road Still I can't let go It's so natural You belong to me I belong to you It's something that we're all earning for Looking for Wanting for Hoping for until we find it No, no, don't give up It's the universal language that touches everybody Love is the one thing the world has in common No matter who you are or where you live The questions and answers are all the same"
"Gladys Knight","End of the Road","1994","Soul","Girl you know we belong together I don't have no time for you to be playing with my heart like this You'll be mine forever baby You just wait We belong together And you know that I am right Why do you play with my heart? Why do you play with my mind? Said we'd be forever Said it'd never die How could you love me and leave me and never Say goodbye? When I can't sleep at night Without holding you tight Girl, each time I try I just break down and cry Pain in my head Oh, I'd rather be dead Spinning around and around Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you Girl, I know you really love me You just don't realize You've never been there before It's only Your first time Maybe I'll forgive you Maybe you'll try We should be happy together forever You and I Will you love me again Like you loved me before This time I want you to love me much more This time instead Just come to my bed And baby just don't let me go Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you Girl, I'm here for you All those times at night When you just hurt me And just ran out with that other fella Baby I knew about it I just didn't care You just don't understand how much I love Do you? I'm here for you I'm not about to go out on cheat you (Maybe I'll forgive you) Just like you did baby But that's alright I love you anyway (Maybe you will try) And I'm still going to be here for you until my dying day (We should be happy together forever) Right now I'm just in so much pain baby 'Cause you just won't come back to me (You and I) Will you? Just come back to me Yes baby, my heart is lonely (Lonely) My heart hurts baby (Lonely) Yes, I feel pain too Baby please This time instead just come to my bed And baby just don't let me go Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you Although we've come To the end of the road Still I can't let go It's unnatural You belong to me I belong to you"
"Gladys Knight","Superwoman","1991","Soul","Early in the morning I put breakfast on your table And I make sure that your coffee Has its sugar and cream Ooh, your eggs are over easy Your toast done lightly All that's missing is your morning kiss That used to greet me Now, now you say the juice is sour Well, it used to be so sweet (Well) And I can't help but to wonder If you're talking about me (Oh, you're talkin') We don't talk the way we used to And it's hurting me so deep I got my pride, (I will not cry) But it's making me weak I'm not your superwoman I'm not the kind of girl that you can lay down And think that everything's okay Boy, I am only human (Whoa, whoa, whoa) This girl needs more than occasional Hugs as a token of love from you to me (Ooh, baby, baby, baby, baby, baby, baby) I find my way through the rush hour Trying to make it home just for you I want to make sure that your dinner Will be waiting for you But when you get there you just tell me You're not hungry at all You said you'd rather read the paper And you don't want to talk You'd like to think that I'm just crazy (Crazy, crazy) When I say that you've changed Well, I think I know the problem You don't love me the same You're just going through the motions And you're not being fair I got my pride, (I will not cry) But I can't help but care I'm not your superwoman (Oh, no, no, no) (Oh, no, no) I'm not the kind of girl that you can lay down And think that everything's okay Boy, I am only human (I'm only human) This girl needs more than occasional Hugs as a token of love from you to me Oh, baby, look into the corners of your mind {Into the corners of my mind} I'll always be there for you through good and bad times But I can't be that superwoman that you want me to be I'll give my love {Love}, everlasting love {Hey} if you return love to me I'm not your superwoman (Oh, no, no, no) (Oh, no, no) I'm not the kind of girl that you can lay down And think that everything's okay Boy, I am only human (I'm only human) This girl needs more than occasional Hugs as a token of love from you to me Oh, if you feel it in your heart And you understand me Stop right where you are Everybody sing along with me Ooh, hoo, hoo, ooh, ooh, ooh, ooh Ooh, ooh, ooh, ooh (Oh, ho, ho…) I don't want to be super, super, superwoman (Oh, no) I'm not the kind of girl that you can lay down And think that everything's okay Boy, I am only human (I'm only human) This girl needs more than occasional Hugs as a token of love from you to me I'm not your superwoman (Oh, no, oh, no, oh, no) I'm not the kind of girl that you can lay down (Don't let me down, don't let me down) And think that everything's okay Boy, I am only human (Only, only, only, only human, yeah) This girl needs more than occasional Hugs as a token of love from you to me I'm not your superwoman (I'm not your superwoman) I'm not the kind of girl that you can lay down And think that everything's okay {Don't even try it, baby} Boy, I am only human (Don't, don't let me down, I'm only human) This girl needs more than occasional Hugs as a token of love from you to me"
"Gladys Knight","I Feel a Song (In My Heart)","","Soul","Ooh, I love you so But why I love you I'll never know You found a reason for leavin' Soon as I gave my love to you And oh, ah, whoa, the pain you put me through You don't care 'bout my love for you, huh But I found a reason for livin' And I'm through with cryin' over you And now I feel a song in my heart again I knew as soon as I felt him lookin' through me I feel a song in my heart again High on the wings of the things he's doin' to me Oh, that man is fine Ooh, what's even better, the man is mine He makes me feel just like a woman Something that you could never do And now I feel a song in my heart again I found a man who can put it all together I feel a song in my heart again I'm gonna love him and make it last forever, oh Our worlds have come to an end I feel a song in my heart again Oh, oh, oh, it feels so good You, you, you, you, you never understood He makes me feel like I'm somethin' And I'm gonna keep him if I can I know I feel a song in my heart again Now I can open my eyes to a new dawn I feel a song in my heart again The man is all that I need to feel my love on I feel a song, oh, what a feelin' I feel it takin' me higher and higher I feel a song in my heart again His kind of lovin' I can never get enough of I don't need your lovin' 'cause I got his lovin' Woo, I feel a song again Ooh, y'all, I've been born again, ooh (I feel a song in my heart again, feel it, yeah) I feel a song in my heart again I've got to tell you he's twice the man that you were I feel a song in my heart again"
"Gladys Knight","Neither One Of Us","","Soul","It's sad to think, we're not gonna make it And it's gotten to the point where we just can fake it (Ooo) For some ungodly reason we just won't let it down (let it down) I guess neither one of us (neither one of us) Wants to be the first to say good bye I keep on wondering (wondering) What I'm gonna do with out ya (do without you) And I guess you must be wondering that same thing too (Ooo) So we go on go on together living our lives (living our lives) Because neither one of us (neither one of us) Wants to be the first to say good bye Oooooh ev'rytime I find the nerve Everytime I find the nerve to say I'm leavin' (leavin') Oh, memories, those old memories get in my way (my way my way) Oh (Ooo) Lord knows it's only me only knows it's only me That I'm deciving When it comes to say good bye That's a simple word that I just cannot say There can be no way (be no way) This can have a happy ending (happy ending) So we just go on (we go on) hurting and pretending And convincing ourselves to give it just one more try (one more try) Because neither one of us (Neither one of us) Wants to be the forst to say Neither one of us (neither one of us) Wants to be the first to say Neither one of us (Neither one of us) wants to be the first to say Fairwell my love, goodbye (goodbye)"
"Gladys Knight","I Heard It Through the Grapevine","1967","Soul","Mmm, I bet you're wondering how I knew Baby, baby, baby, about your plans to make me blue (How) With some other girl you knew before Between the two of us girls, you know I love you more It took me by surprise I must say When I found out yesterday Don't you know that I heard it through the grapevine (Oh, I heard it through the grapevine) Not much longer would you be mine (Not much longer would you be mine) Oh, don't you know that I heard it through the grapevine (Oh, I heard it through the grapevine) And I'm just about, just about, just about to lose my mind Oh yes, I am (Oh yes, I am; oh, yes, I am; oh, yes, I am) Baby, won't you listen to me Boy, take a good look at these tears of mine Baby, baby, these tears I can't hold inside Losing you would end my life, you see Because you mean that much to me You could've told me yourself That you love somebody else Instead I heard it through the grapevine (Oh, I heard it through the grapevine) Oh, not much longer you be mine (Not much longer would you be mine) Don't you know that I heard it (Heard it) Yes, I heard it (Heard it through the grapevine) Oh, just about, just about, just about to lose my mind Oh yes, I am (Oh yes, I am; oh, yes, I am; oh, yes, I am) Go-o-o-o-o, go Go, I gotta go Whoa, whoa, if you gonna let me go Whoa-whoa-whoa, I gotta go Whoa-whoa-whoa-whoa, I gotta go Say believe half of what you see (Yes, I heard it) Oh, ho, and none of what you hear (Yes, I heard it) Baby, but I just can't help being confused (Yes, I heard it) If it's true please baby, won't you tell me, dear (Yes, I heard it) Oh, do you plan to let me go? For the other girl you loved before? Don't you know that I heard through the grapevine (Oh, I heard it through the grapevine) Not much longer you be mine (Not much longer would you be mine) Don't you know that I heard it (Heard it) Yes, I heard it (Heard it through the grapevine) Oh, I heard it (Heard it) Heard it (Heard it, heard it through the grapevine)"
"Gladys Knight","Mercy’s Arms","","Soul","The mighty fortress walls I have built around my foolish heart How they crumble and they fall As I surrender all To mercy's arms Bathed in holy rain Cleansed from sinner's bitter stains Only love remains And I'm forever changed By mercy's arms Sweet the surrender Sweet the embrace Sweet the forgiveness To one forever undeserving of his grace Safely encircled Rested and warmed Sweet is the taste Of love that awaits in mercy's arms In the light, the life, the way Is the key unlocking every chain Sin is lost and freedom gained The price was paid By mercy's arms When I reach my journey's end How I hope that He will call me friend And reach out for me again Forever spend In mercy's arms"
"Curtis Mayfield","Pusherman","1972","Soul","I'm your mama, I'm your daddy I'm that nigga in the alley I'm your doctor when in need Want some coke? Have some weed You know me, I'm your friend Your main boy, thick and thin I'm your pusherman I'm your pusherman Hahaha Ain't I clean? Bad machine Super cool, super mean Feelin' good for the man Super fly, here I stand Secret stash, heavy bread Baddest bitches in the bed I'm your pusherman I'm your pusherman I'm your pusher, man Silent life Of crime A man of odd circumstance A victim of ghetto demands Feed me money for style And I'll let you trip for a while Insecure from the past How long can a good thing last? Woohoo, oh, no Got to be mellow, y'all Got to get mellow now Pusherman gettin' mellow, y'all Heavy mind, heavy sign Makin' money, all the time My 'El D' and just me For all junkies to see Ghetto prince is my thing Makin' love's how I swing I'm your pusherman I'm your pusherman Huh, ha ""Two bags, please"" For a generous fee Make your world What you want it to be Got a woman I love desperately Wanna give her somethin' Better than me Been told I can't be nothin' else Just a hustler in spite of myself I know I can break it This life just don't make it Lord, Lord, yeah Got to get mellow now Got to be mellow, y'all Got to get mellow now I'm your mama, I'm your daddy I'm that nigga in the alley I'm your doctor when in need Want some coke? Have some weed You know me, I'm your friend Your main boy, thick and thin I'm your pusherman I'm your pusherman I'm your pusherman Your pusherman Lord, Lord It's all messed up"
"Curtis Mayfield","Move On Up","","Soul","Hush now, child And don't you cry Your folks might understand you By and by Just move on up Toward your destination Though you may find, from time to time Complication Bite your lip And take the trip Though there may be wet road ahead And you cannot slip Just move on up For peace you'll find Into the steeple of beautiful people Where there's only one kind So hush now, child And don't you cry Your folks might understand you By and by Move on up And keep on wishin' Remember your dream is your only scheme So keep on pushin' Take nothing less Than the supreme best Do not obey rumors people say For you can pass the test Just move on up To a greater day With just a little faith, if you put your mind to it You can surely do it Just move on up Move on up But move on up Oh, child, but just a-move on up But move on up Move on up"
"Curtis Mayfield","The Makings of You","","Soul","Add a little sugar, honeysuckle and A great, big expression of happiness Boy, you couldn’t miss with a dozen roses Such would astound you The joy of children laughing around you These are the makings of you It is true, the makings of you The righteous way to go Little one would know Or believe if I told them so You're second to none The love of all mankind Should reflect some sign Of these words I've tried to recite They are close, but not quite Almost impossible to do Reciting the makings of you The righteous way to go Little one would know Or believe if I told them so You're second to none The love of all mankind Should reflect some sign Of these words I've tried to recite They are close, but not quite Almost impossible to do Reciting the makings of you"
"Curtis Mayfield","(Don’t Worry) If There’s a Hell Below, We’re All Going to Go","","Soul","Last night, I was so depressed And I went and got the Bible And I turned to the book of Revelations And if people would just get and read the Bible And read the book of Revelations They would really turn around and straighten up This is all we need to do, is just get the good book And read it and put it to everyday life Sisters Niggas Whiteys Jews Crackers Don't worry If there's hell below We're all Gonna go Sisters Brothers and the whiteys Blacks and the crackers Police and their backers They're all political actors Hurry People running from their worries While the judge and his juries Dictate the law that's partly flaw Cat calling Love balling, fussing and a-cussing Top billing now is killing For peace, no one is willing Kind of make you get that feeling Everybody smoke Use the pill and the dope Educated fools From uneducated schools Pimping people is the rule Polluted water in the pool And Nixon talking 'bout, ""Don't worry"" He say, ""Don't worry"" He say, ""Don't worry"" He say, ""Don't worry"" But they don't know There can be no show And if there's hell below We're all gonna go Everybody praying And everybody saying But when come time to do Everybody's laying Just talking 'bout, ""Don't worry"" They say, ""Don't worry"" They say, ""Don't worry"" They say, ""Don't worry"" Sisters Brothers and the whiteys Blacks and the crackers Police and their backers They're all political actors Smoke The pill and the dope Educated fools From uneducated schools Pimping people is the rule Polluted water in the pool And everybody's saying, ""Don't worry"" They say, ""Don't worry"" They say, ""Don't worry"" They say, ""Don't worry"" But they don't know There can be no show And if there's hell below We're all gonna go Lord, what we gonna do? Tell me what we gonna do? If everything I say is true This ain't no way it ought to be If only all the mass could see But they keep talking 'bout, ""Don't worry"" They say, ""Don't worry"" They say, ""Don't worry"" They say, ""Don't worry"""
"Curtis Mayfield","Superfly","1972","Soul","Darkest of night with the moon shining bright There's a set goin' strong; lotta things goin' on The man of the hour has an air of great power The dudes have envied him for so long Oooh, Super Fly You're gonna make your fortune by and by But if you lose, don't ask no questions why The only game you know is do or die Ah-ha-ha Hard to understand what a hell of a man This cat of the slum had a mind, wasn't dumb But a weakness was shown cause his hustle was wrong His mind was his own but the man lived alone Oooh, Super Fly You're gonna make your fortune by and by But if you lose, don't ask no questions why The only game you know is do or die Ah-ha-ha The game he plays, he plays for keeps Hustlin' times and ghetto streets Tryin' to get over That's what he tryin' to do, y'all Taking all that he can take Gambling with the odds of fate Tryin' to get over Tryin' to get over Tryin' to get over Tryin' to get over Woo, Super Fly, huh, huh The aim of his role was to move a lot of blow Ask him his dream: what does it mean? He wouldn't know ""Can't be like the rest"" is the most he'll confess But the time's running out and there's no happiness Oooh, Super Fly You're gonna make your fortune by and by But if you lose, don't ask no questions why The only game you know is do or die Ah-ha-ha Super Fly Super Fly Super Fly Super Fly Tryin' to get over Tryin' to get over Tryin' to get over Tryin' to get over Tryin' to get over Tryin' to get over Tryin' to get over Tryin' to get over Tryin' to get over"
